Name,Brand,Category,Stability,Speed,Glide,Turn,Fade,URL,ThumbnailURL
H2 V2,Prodigy,Control Drivers,Overstable,10.9,4.9,-0.2,2.4,https://infinitediscs.com/Prodigy-H2-V2,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_H2V2400.jpg

H3,Prodigy,Control Drivers,Overstable,9,3.9,0.1,2.2,https://infinitediscs.com/Prodigy-H3,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_82fe1259-424a-4a5e-801e-4b5d9cc325aeH3750.png

H3 V2,Prodigy,Control Drivers,Overstable,10.8,5,-0.9,2.1,https://infinitediscs.com/Prodigy-H3-V2,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_c61f80-8d3a.jpg

H4,Prodigy,Control Drivers,Neutral,9,4.7,-1.9,1.6,https://infinitediscs.com/Prodigy-H4,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_6c81fd16-ce99-44c6-a69a-1333c840cef2DSC05170.JPG

H4 V2,Prodigy,Control Drivers,Neutral,11.1,5.1,-2,1.5,https://infinitediscs.com/Prodigy-H4-V2,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_H4V2400.JPG

H5,Prodigy,Control Drivers,Understable,9,5,-2.9,1,https://infinitediscs.com/Prodigy-H5,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_asdfRATATATATATATNAHJK.JPG

M Model OS,Prodigy,Mid Range,Overstable,6,4.1,-0.9,2.8,https://infinitediscs.com/Prodigy-M-Model-OS,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_MModelOS.jpeg

M Model S,Prodigy,Mid Range,Overstable,5.9,4.1,0,2.8,https://infinitediscs.com/Prodigy-M-Model-S,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_76f0de-35f3.JPG

M Model US,Prodigy,Mid Range,Neutral,4,5,-1,0.9,https://infinitediscs.com/Prodigy-M-Model-US,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_highres2_3.JPG

M1,Prodigy,Mid Range,Overstable,5,4,0,2.8,https://infinitediscs.com/Prodigy-M1,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_08881ed5-52d8-40d6-8ac5-9f4e60b67c1eDSC01660.JPG

M2,Prodigy,Mid Range,Overstable,5,4,-0.1,2,https://infinitediscs.com/Prodigy-M2,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_a101f8c0-2b18-4bef-addf-2826280bf27fProdigy M2 400G.jpg

M3,Prodigy,Mid Range,Overstable,5,5,-0.9,2,https://infinitediscs.com/Prodigy-M3,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_8e164992-4b58-4045-a606-2a7091ed7567Prodigy M3 400S.jpg

M4,Prodigy,Mid Range,Neutral,5,4.9,-1.1,1,https://infinitediscs.com/Prodigy-M4,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_533823b7-010f-47df-99a3-537600792a806.jpg

M5,Prodigy,Mid Range,Understable,5,5,-3,0.9,https://infinitediscs.com/Prodigy-M5,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_e0a9559e-7016-4ba0-890d-1f4189c07bc9DSC03418.JPG

MX-3,Prodigy,Mid Range,Overstable,5,4.1,-0.1,1.8,https://infinitediscs.com/Prodigy-MX-3,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_223722-861b.JPG

A1,Prodigy,Putters,Overstable,3.2,2.9,0.1,3.2,https://infinitediscs.com/Prodigy-A1,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_e68003b2-fb38-4770-85e4-f26f5b5613a7DSC03963.JPG

A2,Prodigy,Putters,Overstable,4,3.6,0.1,3.2,https://infinitediscs.com/Prodigy-A2,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_3362d5e2-b943-4880-a7fe-d4331dcb954aProdigy A2.jpg

A3,Prodigy,Putters,Overstable,4,3.8,0,3.1,https://infinitediscs.com/Prodigy-A3,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_358774ec-d301-4d6d-9fa6-e5fe5576587cA3_400_purple__68203.1453156774.800.800.jpg

A4,Prodigy,Putters,Overstable,3.9,3.9,-0.8,2,https://infinitediscs.com/Prodigy-A4,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_DSC04182.jpg

P Model S,Prodigy,Putters,Overstable,3,4.9,0,1.9,https://infinitediscs.com/Prodigy-P-Model-S,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_PModelS.jpeg

P Model US,Prodigy,Putters,Neutral,3,4.8,-1,1,https://infinitediscs.com/Prodigy-P-Model-US,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_1c8bb7-9b4c.JPG

PA-1,Prodigy,Putters,Overstable,3,3,0,2,https://infinitediscs.com/Prodigy-PA-1,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_582a6dca-a73a-4ba4-829f-b99fc604c788Prodigy PA-1 400S.jpg

PA-2,Prodigy,Putters,Overstable,3,3,0,1.2,https://infinitediscs.com/Prodigy-PA-2,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_786da485-1f14-4096-8daa-95c355f1fde3Prodigy PA-2 300S.jpg

PA-3,Prodigy,Putters,Overstable,3,4,0,1.1,https://infinitediscs.com/Prodigy-PA-3,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_bf762aee-9047-4f24-909b-20bf8afc040bDSC04829.JPG

PA-4,Prodigy,Putters,Neutral,3,3.1,-0.9,0.9,https://infinitediscs.com/Prodigy-PA-4,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_746e4717-7110-4ec0-b9dc-3ae122b46944Prodigy PA-4 300s.jpg

Boatman,Westside,Distance Drivers,Overstable,10.8,5.1,-0.1,2.1,https://infinitediscs.com/Westside-Boatman,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_d5b3eab9-edc2-4c12-a8f4-78599b4d857eWestside Boatman Tournament.jpg

Catapult,Westside,Distance Drivers,Overstable,13.8,4.6,-0.5,3,https://infinitediscs.com/Westside-Catapult,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_d0e0972c-d5a6-4cb4-9411-7f9eef5c5a0fWestside-Discs-VIP-Catapult.jpg

Destiny,Westside,Distance Drivers,Overstable,13.7,6,-2.2,2.7,https://infinitediscs.com/Westside-Destiny,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_c5e591ea-be89-4e95-bc7d-b7836543fb06Westside-Discs-VIP-Destiny.jpg

Fortress,Westside,Distance Drivers,Overstable,10,4,0,3,https://infinitediscs.com/Westside-Fortress,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_fortress.JPG

Giant,Westside,Distance Drivers,Overstable,12.8,4.5,0.1,3.4,https://infinitediscs.com/Westside-Giant,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_5d1c273c-e2b2-4db3-8860-f5597ebcf46bWestside Giant VIP.jpg

King,Westside,Distance Drivers,Overstable,13.6,5.1,-2.1,2.8,https://infinitediscs.com/Westside-King,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_d00ca5e5-5df9-4235-871d-e5f81c268e17Westside King Tournament.jpg

Northman,Westside,Distance Drivers,Overstable,10,5,-1.1,1.8,https://infinitediscs.com/Westside-Northman,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_932e8176-1641-4c23-b3a1-01358cff036fWestside Northman Tournament.jpg

Queen,Westside,Distance Drivers,Understable,13.7,5.1,-2.8,1.9,https://infinitediscs.com/Westside-Queen,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_Queen.JPG

Sampo,Westside,Distance Drivers,Overstable,9.9,4.6,-0.6,2.1,https://infinitediscs.com/Westside-Sampo,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_05da510a-da3a-400f-8258-d93beaa17739Westside-Discs-VIP-Sampo.jpg

Sorcerer,Westside,Distance Drivers,Overstable,12.9,5.4,-0.7,2.4,https://infinitediscs.com/Westside-Sorcerer,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_dba7a726-36c2-49e8-b5f3-81ddab687811100_3923.JPG

Sword,Westside,Distance Drivers,Overstable,11.9,5.1,-0.8,2,https://infinitediscs.com/Westside-Sword,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_a0c42aac-c167-45e8-bfae-586e12f48ab6Westside Sword VIP.jpg

War Horse,Westside,Distance Drivers,Very Overstable,12.9,4,0,4,https://infinitediscs.com/Westside-War-Horse,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_asdfasdf_34.JPG

World,Westside,Distance Drivers,Overstable,14,4,-0.3,3.3,https://infinitediscs.com/Westside-World,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_08054c04-862f-447f-8176-ebd57bd22383IMG_2559.JPG

Ahti,Westside,Control Drivers,Very Overstable,9,3,0.1,4,https://infinitediscs.com/Westside-Ahti,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_DSC03896.jpg

Hatchet,Westside,Control Drivers,Understable,9,5.9,-2.2,1.3,https://infinitediscs.com/Westside-Hatchet,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_7d312e68-9b10-4fd0-9b0d-284cde231adf100_4503.JPG

Longbowman,Westside,Control Drivers,Overstable,8.7,4,0,2.9,https://infinitediscs.com/Westside-Longbowman,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_eeda3d7d-1d3d-45d6-a45b-c54fc3f3f67bWestside-Discs-VIP-Longbowman.jpg

Seer,Westside,Control Drivers,Understable,7,5.1,-1.9,1.2,https://infinitediscs.com/Westside-Seer,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_e9304f23-4e24-4a48-975f-6b1a1e5bea45WestsideSeer.png

Stag,Westside,Control Drivers,Overstable,8,5.9,-1,2,https://infinitediscs.com/Westside-Stag,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_39a02751-dce3-4ccb-9560-0c3b2c408610Westside Stag Tournament.jpg

Underworld,Westside,Control Drivers,Understable,7.1,6,-2.8,1,https://infinitediscs.com/Westside-Underworld,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_5c58deea-8c83-4c6d-9e3d-8f718361f104Westside Underworld Tournament.jpg

Anvil,Westside,Mid Range,Very Overstable,4.1,2.3,0,4,https://infinitediscs.com/Westside-Anvil,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_866b2f-f784.JPG

Bard,Westside,Mid Range,Overstable,5,3.9,0,2.9,https://infinitediscs.com/Westside-Bard,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_70abc55e-0837-4977-aba6-987353b9e868WestsideBard5403.png

Gatekeeper,Westside,Mid Range,Overstable,4.1,5,-0.1,2,https://infinitediscs.com/Westside-Gatekeeper,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_gatekeeper.JPG

Pine,Westside,Mid Range,Overstable,5,4.4,-0.1,2,https://infinitediscs.com/Westside-Pine,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_DSC03487.jpg

Sling,Westside,Mid Range,Overstable,4.5,4.9,-0.4,0.8,https://infinitediscs.com/Westside-Sling,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_fa14f75d-050d-4d4d-8b7b-d53a09c6cf86DSC00013.jpg

Tursas,Westside,Mid Range,Understable,5,5.1,-2.4,1,https://infinitediscs.com/Westside-Tursas,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_fe89fef0-c16d-48db-a025-dee5ddccb634Westside Tursas Tournament.jpg

Warship,Westside,Mid Range,Overstable,5.7,5.5,-0.1,1,https://infinitediscs.com/Westside-Warship,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_d4257d-ddee.JPG

Crown,Westside,Putters,Overstable,3,4,0,1,https://infinitediscs.com/Westside-Crown,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_093964-38d2.JPG

Harp,Westside,Putters,Overstable,4,3,0,2.5,https://infinitediscs.com/Westside-Harp,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_125dd4f8-7f1b-4cdd-9b33-8e1b201a0aceWestside Harp.jpg

Maiden,Westside,Putters,Overstable,3,3.8,-0.3,1,https://infinitediscs.com/Westside-Maiden,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_e7cbc6-2eae.JPG

Shield,Westside,Putters,Overstable,3,3,0,1,https://infinitediscs.com/Westside-Shield,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_c18dccac-b942-4901-9f09-640728c6aaa0DSC09031.JPG

Swan,Westside,Putters,Understable,2.9,2.9,-1.1,0,https://infinitediscs.com/Westside-Swan,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_7fe82883-79aa-43d1-a357-456da61f6f6dWestside Swan BT.jpg

Swan 1 Reborn,Westside,Putters,Understable,3,3.1,-2.2,0.1,https://infinitediscs.com/Westside-Swan-1-Reborn,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_db243c86-9eac-48be-b83c-c0fa6d04ec13DSC09086.JPG

Bee Line,ABC,Distance Drivers,Understable,14,5,-3,1.9,https://infinitediscs.com/ABC-Bee-Line,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_72ebcf9a-5088-4ad2-9557-69841839718aABC Bee Line Platinum.jpg

Secret Weapon,ABC,Distance Drivers,Understable,10,5,-2.9,2,https://infinitediscs.com/ABC-Secret-Weapon,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_15a42ead-a8c2-42eb-b332-48ef6c6fc251ABC Secret Weapon Gold.jpg

Gamma Ray,ABC,Control Drivers,Neutral,9,4,-2,2,https://infinitediscs.com/ABC-Gamma-Ray,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_796ee26a-7642-4831-8098-839f9332e6b6Gamma-Ray-Gold.jpg

Flying Squirrel,ABC,Mid Range,Understable,5.8,5,-2.8,1.9,https://infinitediscs.com/ABC-Flying-Squirrel,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_add58229-e170-438a-af1b-35a3a3687c97ABC Flying Squirrely Platinum.jpg

Mission,ABC,Mid Range,Overstable,4,5,-1,1.8,https://infinitediscs.com/ABC-Mission,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_8b0f6779-b50e-466c-bffa-05908e05f727ABC Mission Gold.jpg

Money Putter,ABC,Putters,Overstable,2,3,0,1.9,https://infinitediscs.com/ABC-Money-Putter,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_0db3cbca-499f-4cd5-a4d5-eb2fea44fc0fABC Money Bronze.jpg

Cedar,Above Ground Level,Distance Drivers,Overstable,11,5,0,3,https://infinitediscs.com/Above-Ground-Level-Cedar,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_Infinite36_6.jpg

Cypress,Above Ground Level,Distance Drivers,Neutral,12,4.8,-1.5,2.2,https://infinitediscs.com/Above-Ground-Level-Cypress,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_6fe155-60be.JPG

Sycamore,Above Ground Level,Control Drivers,Overstable,7,4.9,0,1,https://infinitediscs.com/Above-Ground-Level-Sycamore,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_953586-7e03.JPG

Magnolia,Above Ground Level,Mid Range,Overstable,5,4.1,0,1.9,https://infinitediscs.com/Above-Ground-Level-Magnolia,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_5af0f7-df88.JPG

Baobab,Above Ground Level,Putters,Very Overstable,4,1,1,3,https://infinitediscs.com/Above-Ground-Level-Baobab,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_a4f10b-5ca3.JPG

Madrone,Above Ground Level,Putters,Overstable,3,3,0,1,https://infinitediscs.com/Above-Ground-Level-Madrone,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_fd1100-fca1.JPG

Manzanita,Above Ground Level,Putters,Overstable,2.9,2.9,0,2,https://infinitediscs.com/Above-Ground-Level-Manzanita,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_asdfasdf_78.JPG

Ponderosa,Above Ground Level,Putters,Understable,2,4,-1,0,https://infinitediscs.com/Above-Ground-Level-Ponderosa,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_82144b-24b9.jpg

Osprey,AquaFlight,Distance Drivers,Overstable,12,4,-1,2,https://infinitediscs.com/AquaFlight-Osprey,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_DSC02955.jpg

Pelican,AquaFlight,Control Drivers,Understable,6,5,-3,1,https://infinitediscs.com/AquaFlight-Pelican,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_DSC02951.jpg

Swift,AquaFlight,Control Drivers,Understable,6.9,5,-1.9,1.1,https://infinitediscs.com/AquaFlight-Swift,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_DSC02954.jpg

Dragonfly,AquaFlight,Mid Range,Understable,5,4,-3,1,https://infinitediscs.com/AquaFlight-Dragonfly,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_DSC02952.jpg

Peace Frog,AquaFlight,Putters,Overstable,3,3,0,1,https://infinitediscs.com/AquaFlight-Peace-Frog,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_DSC02953.jpg

Defy,Axiom,Distance Drivers,Overstable,11.2,4.2,-0.2,3,https://infinitediscs.com/Axiom-Defy,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_DSC03815.jpg

Delirium,Axiom,Distance Drivers,Overstable,14.5,4.9,-0.5,3,https://infinitediscs.com/Axiom-Delirium,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_delirium.jpg

Excite,Axiom,Distance Drivers,Neutral,13.9,5.3,-2.2,2,https://infinitediscs.com/Axiom-Excite,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_AxiomExciteNeutron.jpg

Fireball,Axiom,Distance Drivers,Very Overstable,9.8,3,-0.1,3.8,https://infinitediscs.com/Axiom-Fireball,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_98ceea78-4e94-4daa-8c0d-748d57703aedNeutronFireballWhite.jpg

Mayhem,Axiom,Distance Drivers,Neutral,13,5.1,-1.6,2.1,https://infinitediscs.com/Axiom-Mayhem,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_b64502-7c00.JPG

Panic,Axiom,Distance Drivers,Overstable,13,4.2,-0.4,3.1,https://infinitediscs.com/Axiom-Panic,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_DSC02568.jpg

Tantrum,Axiom,Distance Drivers,Overstable,14,4.9,-1.5,2.7,https://infinitediscs.com/Axiom-Tantrum,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_15a35d-87ca.JPG

Tenacity,Axiom,Distance Drivers,Neutral,13,5,-2.4,2,https://infinitediscs.com/Axiom-Tenacity,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_tenacity.JPG

Thrill,Axiom,Distance Drivers,Overstable,11,4,-0.1,3.1,https://infinitediscs.com/Axiom-Thrill,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_f0073b84-a2ec-477b-97b5-09babba8f5b9ThrillNeutron-graypink.jpg

Vanish,Axiom,Distance Drivers,Understable,11.5,5,-2.7,1.9,https://infinitediscs.com/Axiom-Vanish,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_ddf0f4b1-ba10-439d-86c6-5fe811afaab1vanish3.png

Virus,Axiom,Distance Drivers,Understable,9.6,5,-3.4,1,https://infinitediscs.com/Axiom-Virus,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_06b4e18c-0aab-49f7-b46c-18ec3bcb12d4NeutronVirusRed3.jpg

Clash,Axiom,Control Drivers,Overstable,7,4.5,-0.9,2.5,https://infinitediscs.com/Axiom-Clash,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_DSC03814.jpg

Crave,Axiom,Control Drivers,Neutral,6.5,5,-0.8,1.2,https://infinitediscs.com/Axiom-Crave,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_44f9f6bb-593a-42f5-a113-5b43c487505c33.jpg

Insanity,Axiom,Control Drivers,Understable,9.9,4.9,-2,1.4,https://infinitediscs.com/Axiom-Insanity,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_d08a1206-cf27-47e2-a372-3926de2e6893Insanity-Neutron-BlueWhite.jpg

Inspire,Axiom,Control Drivers,Neutral,6.5,4.5,-1.8,1.6,https://infinitediscs.com/Axiom-Inspire,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_f3cc5d2e-ae2a-4c0b-a2a7-3c2be29b8b53100_4359.JPG

Wrath,Axiom,Control Drivers,Overstable,10.1,4.3,-0.9,2.1,https://infinitediscs.com/Axiom-Wrath,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_368c464f-784f-4ebe-af3a-3732727f29bdAxiomWrath.png

Alias,Axiom,Mid Range,Neutral,4.2,4.2,-0.9,1,https://infinitediscs.com/Axiom-Alias,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_fb469a86-723e-4f9c-b0c4-ff328d1a3a5c1.jpg

Pyro,Axiom,Mid Range,Overstable,5.1,3.8,0,2.7,https://infinitediscs.com/Axiom-Pyro,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_946985-b14c.JPG

Theory,Axiom,Mid Range,Understable,4.6,4.6,-1.8,0.7,https://infinitediscs.com/Axiom-Theory,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_9537dfab-4771-4eac-89a1-8c7431389f91DSC05676.JPG

Envy,Axiom,Putters,Overstable,2.7,3.1,-0.1,1.9,https://infinitediscs.com/Axiom-Envy,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_58853bc9-e761-4334-89db-aa3933110fb66.jpg

Proxy,Axiom,Putters,Neutral,3,3.2,-0.8,0.6,https://infinitediscs.com/Axiom-Proxy,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_ae971f77-6380-4c06-964c-4bbb78082647Axiom Proxy.jpg

Albatross,Daredevil,Distance Drivers,Very Overstable,14,4,0,5,https://infinitediscs.com/Daredevil-Albatross,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_albatross.JPG

Big Foot,Daredevil,Distance Drivers,Neutral,13,4.9,-1.9,2.1,https://infinitediscs.com/Daredevil-Big-Foot,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_a0ef6dd3-49b1-49be-8cf3-2c029e40e15214.jpg

Buffalo,Daredevil,Distance Drivers,Very Overstable,9,4,-1,5,https://infinitediscs.com/Daredevil-Buffalo,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_DSC05077.jpg

Gray Jay,Daredevil,Distance Drivers,Very Overstable,14,4,-0.1,4.9,https://infinitediscs.com/Daredevil-Gray-Jay,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_grayjay.JPG

Mammoth,Daredevil,Distance Drivers,Very Overstable,9,4,-1.1,4.6,https://infinitediscs.com/Daredevil-Mammoth,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_DSC05071.jpg

Merlin,Daredevil,Distance Drivers,Very Overstable,13.8,4,-1,4.8,https://infinitediscs.com/Daredevil-Merlin,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_d033fe-3cd0.JPG

Ogopogo,Daredevil,Distance Drivers,Overstable,9,4,-2,4.8,https://infinitediscs.com/Daredevil-Ogopogo,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_pogo.JPG

Sasquatch,Daredevil,Distance Drivers,Very Understable,12,5,-5,1,https://infinitediscs.com/Daredevil-Sasquatch,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_e1272ee9-0108-48f4-9e4c-23c36a4fed2c12.jpg

Yeti,Daredevil,Distance Drivers,Understable,13,5.1,-2.8,1.1,https://infinitediscs.com/Daredevil-Yeti,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_42655fff-7d83-4fe1-bf8c-9585d75c867613.jpg

Sabertooth,Daredevil,Control Drivers,Very Overstable,9,3.9,-0.1,4.9,https://infinitediscs.com/Daredevil-Sabertooth,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_sabertooth.jpg

Swift Fox,Daredevil,Control Drivers,Understable,7.2,5,-3,1,https://infinitediscs.com/Daredevil-Swift-Fox,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_c8f8a01e-6466-4872-abdd-5b7407ea92a79.jpg

Timberwolf,Daredevil,Control Drivers,Neutral,8.1,5,-1,1,https://infinitediscs.com/Daredevil-Timberwolf,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_098c18b8-8123-4fed-9a04-4cf6b15dbc1210.jpg

Wolverine,Daredevil,Control Drivers,Neutral,8.1,4.9,-2,2,https://infinitediscs.com/Daredevil-Wolverine,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_8062db7e-d89e-459a-8eca-71930a0b2a4d11.jpg

Caribou,Daredevil,Mid Range,Understable,4,5,-2.8,1,https://infinitediscs.com/Daredevil-Caribou,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_9462b78f-8418-4ea5-940f-dae0f6349c166.jpg

Grizzly,Daredevil,Mid Range,Overstable,4.1,4,-1,2,https://infinitediscs.com/Daredevil-Grizzly,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_6761573a-2c98-43aa-a912-5a55141a1e4a5.jpg

Moose,Daredevil,Mid Range,Overstable,4,5,0,2,https://infinitediscs.com/Daredevil-Moose,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_9345f2ff-cbc3-4a0c-acb3-d45876b22a138.jpg

Pteranodon,Daredevil,Mid Range,Understable,4,6,-2,1,https://infinitediscs.com/Daredevil-Pteranodon,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_064d78-5b5b.JPG

Walrus,Daredevil,Mid Range,Overstable,4,5,0,3,https://infinitediscs.com/Daredevil-Walrus,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_978343b7-6fcf-49c9-a80a-08c354f7dd34Walrus.jpg

Beaver,Daredevil,Putters,Overstable,2,3,0,1,https://infinitediscs.com/Daredevil-Beaver,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_080c9316-6fec-44bd-a8c1-fa77073e19fe7.jpg

Bighorn,Daredevil,Putters,Overstable,2.1,3,0,1,https://infinitediscs.com/Daredevil-Bighorn,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_bighorn450.jpg

Great Horned Owl,Daredevil,Putters,Overstable,2,3,0,1,https://infinitediscs.com/Daredevil-Great-Horned-Owl,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_d7a75b52-be19-4454-b9d3-135806e7676cowl.jpg

Polar Bear,Daredevil,Putters,Neutral,2.1,3.1,-0.9,1,https://infinitediscs.com/Daredevil-Polar-Bear,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_c5955152-4a97-4a89-9978-1631b09f33f84.jpg

Woodchuck,Daredevil,Putters,Understable,2,3,-1,0.2,https://infinitediscs.com/Daredevil-Woodchuck,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_e6f2af07-84c3-48cc-ab84-6dc317270121DSC02118.JPG

